source,appid,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,2795000,213465255,english,2025-12-16T23:39:45+00:00,2025-12-16T23:39:45+00:00,True,20,0,0,0.693682014942169189,,False,False,,"The Werecleaner is one of those small games that knows exactly what it wants to be and absolutely nails it. Yes, it’s short (only 7 levels), but it’s packed with personality, solid design, and genuinely great comedy. I had a lot of fun the whole way through, and I ended up smiling far more often than I expected.

The premise is simple, but it’s executed really well: you’re basically trying to do your job while things are… messy. The levels are quick, focused, and never feel like filler. Everything feels intentional, and the game doesn’t waste your time. Instead, it keeps throwing little surprises at you, and the humor stays consistent throughout.

What really stood out to me is how polished it feels for such a short experience. The presentation works, the gameplay is straightforward but satisfying, and the pacing is excellent. It’s the kind of game you can finish in one sitting and walk away thinking, “That was totally worth it.”

Also: there’s a bit of blood, so keep that in mind. It’s not extreme, but it’s definitely part of the vib, so if you’re okay with that, you’ll probably have a great time.

And the ending… I won’t spoil anything, but it was genuinely hilarious and made the whole thing even more memorable.

If you like short games with a strong concept and good humor, I absolutely recommend The Werecleaner.",76561199035513907,131,13,280,0,280,2025-12-16T18:04:11+00:00
steam,2795000,213966911,english,2025-12-23T02:43:31+00:00,2025-12-23T02:43:31+00:00,True,21,0,0,0.685425519943237305,,False,False,,"It's a crime to have such a good game being given away for free!
It's so well made too!! It's funny, plays well and most important it's cute as hell!
At this point the only downside is that it is too short..",76561198025367067,769,33,128,0,128,2025-12-23T02:34:02+00:00
steam,2795000,196153812,english,2025-06-01T12:25:18+00:00,2025-06-01T12:25:18+00:00,True,13,1,0,0.680789351463317871,,False,False,,prety good game. all together i 100 % in about 3 hours. plus its free. but daryl... we dont talk about daryl.,76561198821903894,0,10,395,0,251,2025-12-02T19:58:22+00:00
steam,2795000,198774365,english,2025-07-02T21:33:09+00:00,2025-09-07T01:13:40+00:00,True,16,0,0,0.678761065006256104,,False,False,,The Werecleaner was very funny and fun to play. I would highly suggest playing it. I have already suggested this game to many of my friends.,76561199453042472,215,65,82,0,82,2025-07-02T20:28:12+00:00
steam,2795000,191475112,english,2025-03-29T14:39:39+00:00,2025-03-29T14:39:39+00:00,True,12,0,0,0.678720355033874512,,True,False,,"This game feels more of a prototype than a fully realized product. With that being said, it has an interesting idea executed efficiently. Each level has you sneaking through an office complex, and cleaning up bizarre mess scattered in various rooms. The latter is mechanically sterile and mundane, making stealth the obvious meat of the experience. I think that if the game were a little longer, the “cleaning part” would have struck out as even more monotonous, especially on replays. This is where I should also talk about the music. I believe that one major purpose of music in any video game is to hide this monotony, this purpose could not be achieved here. The game plays a single track, for every one of its levels, which becomes somewhat unpleasant to listen to after a while. 

It also throws a few extra variables to splice things up, but due to its short length, it is not able to give enough time for them to marinate. Moreover, I found the “blindfold” to be somewhat random in how well it worked. Regardless, I feel that this is an excellent foundation to build upon.
",76561198989729683,192,66,48,0,48,2025-03-29T04:22:40+00:00
steam,2795000,208000072,english,2025-10-30T22:52:07+00:00,2025-10-30T22:52:07+00:00,True,11,0,1,0.666532933712005615,,False,False,,"This game is absolutely brilliant, and also FREE!! Honestly i would even pay to experience this. Tho the achievements are a bit too hard for me, but you could have them all (even if you're as bad of a gamer as i am) within 4 hours. The art is absolutely brilliant. Super cute game!",76561198990104519,34,2,351,0,168,2025-12-17T12:17:10+00:00
steam,2795000,192847701,english,2025-04-16T05:34:19+00:00,2025-04-16T05:34:19+00:00,True,15,0,0,0.661563277244567871,,False,False,,i %100 this game its a nice free short game for people who dont want to spend to much money on games,76561199836672314,49,4,133,0,133,2025-03-26T23:35:39+00:00
steam,2795000,211041523,english,2025-11-27T01:52:15+00:00,2025-11-27T01:52:15+00:00,True,10,0,0,0.65687108039855957,,False,False,,"An absolute joy of a game to play.  Short, cute, and fun to try and 100% and achievement hunt in.",76561198016008052,0,20,142,0,142,2025-11-27T01:48:26+00:00
steam,2795000,202831959,english,2025-08-25T03:57:02+00:00,2025-08-25T03:57:02+00:00,True,9,1,0,0.655356287956237793,,False,False,,"I've never felt more sympathy for a werewolf. The poor little dude is just doing his best when a company is trying to be their worst. Forget Massive plotlines.... it's just a guy trying to make rent. We can all relate.


Also you get to eat a CEO.",76561197969426053,1523,183,34,0,34,2024-05-22T22:59:24+00:00
steam,2795000,201308803,english,2025-08-02T19:38:23+00:00,2025-08-10T08:21:21+00:00,True,18,0,0,0.70196688175201416,,True,False,,"[b]My Playtime:[/b] 1.8h (100% achievement, finished the game)
[b]Grindy Achievement(s):[/b] No.
[b]Optional Achievement(s):[/b] Yes (~21 achievements).
[b]Difficult Achievement(s):[/b] No.

[h1]Intro[/h1]
[i]The WereCleaner[/i] is a stealth game where you play as a janitor, cleaning messes in an office while trying to avoid being seen. The game has 7 levels in total.

[b]Pros:[/b]
- 7 levels
- Various mechanics to keep you entertained

[b]Cons:[/b]
- It can be hard to see people who are outside the screen that is looking in your direction

[b]Specs[/b]
[url=https://store.steampowered.com/steamdeck]Steam Deck[/url]: AMD Zen 2 4c/8t 2.4-3.5GHz, 16 GB RAM, 8 AMD RDNA 2 CUs

[h1]Should you play this game?[/h1]
[i]If you enjoy stealth and cleaning, this game is for you.[/i]

[hr][/hr]
[h1]In-Depth Review[/h1]

[h3]Visuals[/h3]
[i]The WereCleaner[/i] uses 3D visuals, but they are deformed so much that they end up looking cute, especially the main character. Moreover, the environment is also made to match it. Despite the game showing blood and organs, the presentation doesn't make it look horrible because of this.

[h3]Story[/h3]
The story is mostly told in the form of dialogues that are shown in each level and cutscenes after a few levels. The former will be full of dialogue between you and the security guard who is guarding the office where you work. The latter will be done without dialogues—it will be done in the animation format without any text. The animation looks cute, and the dialogue isn't boring to read.

[h3]The Game[/h3]
[b]Gameplay[/b]
You are a janitor. Your job is to clean up messes. The game will place the location of the messes that you have to clean on the map, so you just need to go there, clean the mess, and exit the office. You are armed with two weapons at first: the vacuum will suck all trash, while the powerwasher will clean all the stains. The game spans seven levels of varying difficulty.

Well, you are also a werewolf. People don't like werewolves. You eat people since you can't control your instinct. The solution? Clean the messes without being seen. You need to avoid people looking at you—the game has some leniency as long as you don't get too close, although since you need to go fast, sometimes it can be hard to react quickly if someone is looking at you in the direction you are walking.

https://steamcommunity.com/sharedfiles/filedetails/?id=3360664876 

Despite only being set in an office, each level still feels unique. The office was big, and the game made it so that you can only access a certain part of the office at the first few levels, and then start introducing new areas and/or incorporating them with old ones. You need to figure out where the area is that most people are going to and avoid going there if possible. Later on, there will be another way to help you not get seen, although the execution can be hard to do since you need to be close to them.

Killing people isn't the end. You'll get the option to move the body or eat it, which will require you to clean. Leaving the body as it is will be hard to do since people will find it and then go into panic. Moreover, eating the body can take a longer time since you also need to clean the mess, making it faster to just restart the game if you aim for a perfect score.

https://steamcommunity.com/sharedfiles/filedetails/?id=3256605529 

Each level will be graded. There are 5 stars and a no-kill mark. You can get both at the same run or do it separately—they will only save your best progress. Getting five stars requires you to finish the level quickly, while the no-kill rule is exactly as it says. If this isn't enough, the game also has collectibles every few levels to amp the challenge.

[b]Length and Difficulty[/b]
I finished the game in 1.8h. I had to replay some levels several times to get five stars and no-kill in each level for some achievements. As for the difficulty, it is easy to beat if you don't mind the optional stuff, although the game will increase in difficulty if you try to get the five stars and no-kill mark.

[h1]Conclusion[/h1]
[i]The WereCleaner[/i] is such a cute stealth game. The levels are enjoyable, and the gameplay is easy to learn. The game might be short, but there is still a lot of content in it. If you enjoy both stealth and cleaning games, this is the perfect game for you.",76561198132503739,779,728,106,0,106,2025-08-02T18:43:20+00:00
steam,2795000,209152821,english,2025-11-13T22:20:08+00:00,2025-11-13T22:20:08+00:00,True,9,0,0,0.647561430931091309,,False,False,,this is a very good game to relax with as you fail to get 5 stars on every level. i loved playing all of it and getting all the achievements 🤩,76561198295287038,0,1,125,0,125,2025-11-02T21:42:16+00:00
steam,2795000,189517682,english,2025-03-06T15:18:40+00:00,2025-03-06T15:18:40+00:00,True,8,0,0,0.641030251979827881,,False,False,,"The first game review I ever write on Steam. How could this be free? It's so freaking good. A game you can complete in just 30mins, but, 30 mins of joy, aww moment, and laugh. And the Achievement are also good, not like grinding but encourage you to try again. Plan to 100% when I got the time.",76561198850168109,4,1,31,0,31,2025-03-06T15:13:10+00:00
steam,2795000,200474504,english,2025-07-24T00:57:33+00:00,2025-12-03T18:54:00+00:00,True,8,0,0,0.62110602855682373,,True,False,,"Looks cute, controls smoothly, and has an engaging story you can dive into - or ignore entirely (which is actually encouraged for one of the achievements). 
Achievements have a good balance: challenging enough to feel earned, but not too frustrating.
Solid little game overall. 9/10.
(would've been 10/10 if I could lick up the blood at the very end of game for humour)",76561198325666113,0,14,158,0,158,2025-07-24T00:52:43+00:00
steam,2795000,200052460,english,2025-07-18T01:59:03+00:00,2025-07-18T01:59:03+00:00,True,7,0,0,0.613304495811462402,,False,False,,"I've easily spent $7-10 on games that weren't as fun, as cute, as challenging, or as silly as this one - and this one's FREE? Bananas!

The game is pretty short (only 7 levels), but the story is solid & I really liked the mix of strategy, stealth, cleaning, & collecting. Honestly liked everything about it - the art style, the music, the achievement difficulty. I hope the creators make more games like this, or similar -- I'd definitely be willing to buy them even if they aren't also free!",76561198033056710,664,39,214,0,78,2025-07-24T02:09:23+00:00
steam,2795000,198039532,english,2025-06-24T14:21:16+00:00,2025-06-24T14:22:31+00:00,True,6,0,0,0.612903177738189697,,False,False,,"Funny game - maybe not to relax, cause at first it got me nervous and later kinda angry - but for sure worth to play. Getting 5 star in level 5,6,7 is very time consuming so for now i decided to leave it and maybe master in the future :) Graphic is cute, game is very simple, love the main character <3",76561199800819704,0,8,165,0,165,2025-06-24T14:15:29+00:00
steam,2795000,216701183,english,2026-01-24T17:14:35+00:00,2026-01-24T17:14:35+00:00,True,7,0,0,0.610389649868011475,,False,False,,"The WereCleaner is a very good top-down cleanup game with a twist: Being a werewolf with problematic impulses.

+ Great gameplay loop
+ Good level design
+ Great variance
* ~ 40 min playthrough",76561197970149845,4095,634,86,86,45,2026-01-31T17:55:52+00:00
steam,2795000,203057224,english,2025-08-28T16:34:05+00:00,2025-08-28T16:34:05+00:00,True,6,0,1,0.610159456729888916,,False,False,,Free fun game for those who enjoy short but engaging indies. Help Kyle pay his rent and complete his night job as cleaner while remaining unnoticed. However no one is stopping you from consuming them all). The cartoon gore balances the comedy nicely. Highly recommended for quick but memorable experience.,76561198187406811,452,42,74,0,74,2025-08-28T15:49:25+00:00
steam,2795000,193464884,english,2025-04-24T08:34:49+00:00,2025-04-24T08:34:49+00:00,True,13,1,0,0.609731376171112061,,True,False,,"Completed in 6 hours with a loss of at least half my hair. Challenging yet adorable and very fun to play. Completing was gratifying. For a free game, its very much worth the download :D",76561199498072173,0,3,394,0,394,2025-04-24T08:26:03+00:00
steam,2795000,205542287,english,2025-09-30T13:28:08+00:00,2025-09-30T13:28:08+00:00,True,5,1,0,0.604079186916351318,,False,False,,"This game reminds me of another ""cleaner"" game... looks and plays similar.",76561197967313416,233,716,9,0,9,2025-09-30T13:27:28+00:00
steam,2795000,196710936,english,2025-06-08T12:32:55+00:00,2025-06-08T12:34:28+00:00,True,7,3,0,0.60000002384185791,,False,False,,"[h2] 10/10 would moonlight as a janitor again. [/h2] 

The game’s humor is good. The security guard’s paranoia escalates faster than my transformation on a full moon, and the collectibles offer more bite-sized office jokes than a werewolf at a dog treat factory. 

The cartoonish gore keeps things light, so you can laugh even when you’re cleaning up after a “ruff” night.

If you love stealth (and yet, silly chaos) or just cleaning up after your own messes (literal and furry), it's worth an hour or two!",76561198046081783,0,5,148,0,148,2025-06-08T12:28:52+00:00
steam,2795000,195255425,english,2025-05-20T05:30:42+00:00,2025-05-20T05:30:42+00:00,True,5,0,2,0.59706956148147583,,False,False,,Cute game. challenging but fun and doable. I actually really liked the characters! Kinda wish there was more- I'd love to see an animated episode or something extra.,76561198199713670,0,14,84,0,84,2025-05-20T05:28:10+00:00
steam,2795000,202412305,english,2025-08-18T20:14:21+00:00,2025-08-18T20:14:21+00:00,True,6,0,0,0.588479518890380859,,False,False,,"---{ Graphics }---
☐ You forget what reality is
☑ Beautiful
☐ Good
☐ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☐ Very good
☐ Good
☑ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☐ Good
☑ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☑ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Game Size }---
☐ Floppy Disk
☑ Old Fashioned
☐ Workable
☐ Big
☐ Will eat 10% of your 1TB hard drive
☐ You will want an entire hard drive to hold it
☐ You will need to invest in a black hole to hold all the data

---{ Difficulty }---
☐ Just press 'W'
☑ Easy
☐ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☑ Short
☐ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☑ It's free!
☐ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☑ Never heard of
☐ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☑ 7
☐ 8
☐ 9
☐ 10",76561198366796949,228,20,153,0,153,2025-08-18T20:07:50+00:00
steam,2795000,189898092,english,2025-03-10T20:23:01+00:00,2025-03-10T20:23:01+00:00,True,6,0,0,0.58668816089630127,,False,False,,this is fun to play lots of achievements so when you beat the game theres still more to do and its a good game to play to have fun,76561199830767999,0,3,7507,0,6430,2025-03-15T03:15:08+00:00
steam,2795000,206951772,english,2025-10-17T20:02:25+00:00,2025-10-17T20:02:25+00:00,True,5,0,0,0.586206912994384766,,False,False,,"Free game, cute, dark undertones but still lighthearted and fun. I got about 2 hours of game play out of it. Had fun eating people who looked at me funny, and achievement hunting for that sweet sweet 100%. Would love to see this game out of the ""Profile Features Limited"" prison. Oh and did I mention it's FREE?? Definitely worth a play :)",76561199013486828,186,1,160,0,135,2025-10-19T22:14:31+00:00
steam,2795000,201648430,english,2025-08-07T17:10:07+00:00,2025-08-07T17:12:18+00:00,True,5,0,0,0.585747420787811279,,False,False,,"A weird little free game that somehow manages to be funny, heartfelt, and kind of tragic all at once. I went in expecting silly janitor chaos, and I got that... along with a story that actually made me feel things?

The art is quirky, the gameplay is simple, but it’s packed with personality. Honestly, I would’ve paid for this. No clue how it's free.

Also, justice for Daryl and Kyle. They deserved better. Society just wasn’t ready.

Play it. It’s great.",76561198333002156,118,67,188,0,188,2025-08-07T17:03:33+00:00
steam,2795000,188352774,english,2025-02-20T17:48:10+00:00,2025-02-20T17:48:10+00:00,True,6,0,0,0.581749081611633301,,False,False,,"An absolute gem of a game. This game is simple whilst also engaging. The art style is cute and it does not take itself very seriously. So an absolute recommendation from my side.

[h2] The game [/h2]
The game itself does have a great gameplay loop and adds different things incrementally. So the learning curve was great.
The stealth with the speed of the character make it fun to play over and over just to get the stars/no kills.

But the game is quite short and fast to play through. Getting all the achievements is also not the hardest thing.

[h2] Polish [/h2]
This game is quite polished and the art does guide the player very well through the experience. This game feels finished and plays nicely. But I have some nitpicks in this department:
[olist]
   [*] The game shows the information that you have the ability to switch tools in the first level whilst not being able to switch.
   [*] A little point about performance that I am going to talk about in the ""Performance"" section.
   [*] At least for me, it seemed like the detection is a little bit variable. Sometimes they do not see you, even though they should have (and you are quite thankful) and sometimes they detect you instantly. And in this case I do not mean that when they are working, they do not really seem to detect you (except you are directly in their sight) but more or less that sometimes they detect you instantly around the corner and in other scenarios you can run in front of them, put a bag on them and then act like nothing happened.
   [*] You can easily get stuck at corners if you run near to the wall. This does [b]not[/b] happen very often as the spaces are large enough, but if it happens it is extremely annoying. Thankfully this is quite rare.
   [*] When the player is in the menu where you select the level, your selection is automatically placed on the ""Home Menu"" Button. And if you want to go to the first item you have to go right and cannot go to the bottom. This is just a tiny nitpick, but it annoyed me enough to be in this list.
[/olist]

But just to reiterate. These are just nitpicks and are nothing major. So this game is extremely polished and feels great.

[h2] Performance [/h2]
I myself didn't have any real performance issues. I have read in the forums about some people having extreme lags, but this wasn't the case on my devices and most people seem not to have any performance problems.
But it still seems like sometimes if you are in a level and something gets loaded, the game does not keep up with the framerate and gets a little bit stuttery. This is not problematic, but it was a little bit annoying.

But I have to note that this game ran smoothly 99% of the time and I never had any major performance problems.

[h2] TL;DR [/h2]
This game is amazing and that this game is free is another reason to get this game now. It does not take long to play trough and even though there are some small critiques, the game itself is fantastic.",76561198822688892,151,3,140,0,140,2025-02-20T14:16:40+00:00
steam,2795000,191090737,english,2025-03-24T18:08:21+00:00,2025-03-24T18:08:21+00:00,True,5,0,0,0.577464818954467773,,False,False,,this game is soooo fun.... i cant believe it's free!!! i was hooked and completed it 100% in 1 sitting which took me about 2.5 hours,76561198876884037,770,263,155,0,155,2025-03-24T18:04:15+00:00
steam,2795000,199089176,english,2025-07-06T08:12:11+00:00,2025-07-06T08:12:11+00:00,True,5,0,0,0.576271176338195801,,False,False,,"Quick and fun stealth game. Highly recommend, even just to play though the 7 levels for the fun dialogue.",76561198033030229,857,44,131,0,131,2025-07-06T08:05:22+00:00
steam,2795000,215627219,english,2026-01-10T07:35:30+00:00,2026-01-10T07:35:30+00:00,True,6,1,0,0.565217375755310059,,False,False,,"adorable body horror stealth game for the low price of free. getting all the achievements was fun (and a bit difficult ngl). it’s short but packed with great design, personality, and honestly pretty funny.",76561198444123137,121,28,125,0,125,2025-11-01T08:22:11+00:00
steam,2795000,205460269,english,2025-09-29T09:11:46+00:00,2025-09-29T09:11:46+00:00,True,4,0,0,0.565217375755310059,,False,False,,"For a free game, it certainly has a lot of heart, character and a creative premise which makes this a great game. Being 7 levels long across one map (the office) each level gets harder with more access to the building, more messes to clean and more people to avoid.  Honestly, i wish there was a second area (an extension, DLC or a follow up) ... however, what is here is a game you won't forget. Highly recommend.",76561198260188156,0,3,281,136,144,2026-01-27T12:52:36+00:00
steam,2795000,199277684,english,2025-07-08T11:22:31+00:00,2025-07-08T11:22:31+00:00,True,4,0,0,0.565217375755310059,,False,False,,"Such a short game but the game is surprisingly good, wish if there was more levels but I'm grateful for what I got.",76561199508668309,166,27,116,0,116,2025-07-08T11:19:45+00:00
steam,2795000,196362104,english,2025-06-04T06:20:11+00:00,2025-06-04T06:20:11+00:00,True,5,0,0,0.565217375755310059,,False,False,,"WereCleaner, despite being shorter game (I 100% it in 2.6 hours) was a great experience that actually leaves me wanting more of it! For starters, the art style of this game is phenomenal and I love how it looks. I think the characters are all really cool to look at, with Kyle being my absolute favorite (he is just a little guy, after all.) Second, the game play was a blast. I never thought I needed Powerwash Simulator as a stealth/speedrun game, but after having just played it, it was awesome. The mechanics were really well done. And to top it off, despite there only being 2 characters with lines, being Kyle and Daryl, I really liked the dialogue and story of the game.

From what I found, the good folks behind the game was a group of students, so I hope they all go on to contribute and make games just as good as this one!

10/10, would recommend.",76561198146315025,162,13,157,0,157,2025-06-04T06:05:24+00:00
steam,2795000,195208987,english,2025-05-19T12:07:58+00:00,2025-05-19T13:07:54+00:00,True,3,0,0,0.565217375755310059,,False,False,,Free games with an interesting story and cute werewolf?! 10/10 better than most paid games out there.,76561199358758631,0,12,105,0,105,2025-05-19T12:59:47+00:00
